source_url,source_files,download_url,local_pdf,docling_dir,local_markdown,local_markdown_chunks,docling_toc_md,docling_toc_json,docling_chunks_dir,status,notes
https://searchengineland.com/google-token-auction-llms-write-ads-real-time-457698,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698.md,"knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/01-preamble.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/02-Is your organic traffic disappearing-.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/03-Google’s token auction- When LLMs write the ads in real time.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/04-[Table of Contents ](https---searchengineland.com-google-token-auction-llms-write-ads-real-time-457698#TableOfContents).md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/05-Table of Contents.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/06-Google research shows ads of the future won’t be placed. They’ll be written live by LLMs, shaped token by token through-1504ad.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/07-Token auction- A generative ad model.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/08-Redefining brand preferences.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/09-Preserving privacy, reducing friction.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/10-Business model- Paying for real influence.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/11-The simulation- It actually works.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/12-A glimpse at the ad system of the future.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/13-What it means for marketers.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/14-Already starting- Google’s AI ads today.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/15-The future of paid advertising.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/16-About the Author.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/17-Find Your SEO Issues in 30 Seconds.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/18-Related Articles.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/19-[The latest jobs in search marketing](https---searchengineland.com-latest-jobs-in-search-marketing-378959).md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/20-[Google AI Overviews cite YouTube most often for health topics- Study](https---searchengineland.com-google-ai-overviews--633efd.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/21-[Discoverability in 2026- How digital PR and social search work together](https---searchengineland.com-discoverability-i-a16b3a.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/22-Webinars.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/23-Intelligence Reports.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/24-White Papers.md;knowledge_library/web/chunks/searchengineland_com_google_token_auction_llms_write_ads_real_time_457698/25-Find Your SEO Issues in 30 Seconds.md",,,,crawled_existing,no pdf link discovered
https://skatebench.t3.gg/,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/skatebench_t3_gg_skatebench_t3_gg.md,knowledge_library/web/chunks/skatebench_t3_gg_skatebench_t3_gg/01-SkateBench.md,,,,crawled_existing,no pdf link discovered
https://www.ainews.com/p/llms-show-strategic-personalities-in-140k-prisoner-s-dilemma-tests,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests.md,knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/01-preamble.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/02-LLMs Show Strategic Personalities in 140K Prisoner’s Dilemma Tests.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/03---LLMs Show Strategic Personalities in 140K Prisoner’s Dilemma Tests--.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/04---Key Takeaways---.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/05---Strategic Reasoning in LLMs- Study Overview--.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/06---Models Unveil Distinct ‘Personality’ Patterns--.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/07---Implications for High-Level AI Applications--.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/08---Fast Facts for AI Readers--.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/09---What This Means--.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/10-Keep Reading.md;knowledge_library/web/chunks/www_ainews_com_llms_show_strategic_personalities_in_140k_prisoner_s_dilemma_tests/11-AiNews.com.md,,,,crawled_existing,no pdf link discovered
https://www.bankofcanada.ca/wp-content/uploads/2025/11/swp2025-35.pdf,LLM Trust Bench_ Research & Implementation.md,https://www.bankofcanada.ca/wp-content/uploads/2025/11/swp2025-35.pdf,knowledge_library/papers/www_bankofcanada_ca_swp2025_35.pdf,knowledge_library/docling/www_bankofcanada_ca_swp2025_35,,,knowledge_library/docling/www_bankofcanada_ca_swp2025_35/toc.md,knowledge_library/docling/www_bankofcanada_ca_swp2025_35/toc.json,knowledge_library/docling/www_bankofcanada_ca_swp2025_35/chunks,converted_existing,
https://www.bis.org/publ/work1310.pdf,LLM Trust Bench_ Research & Implementation.md,https://www.bis.org/publ/work1310.pdf,knowledge_library/papers/www_bis_org_work1310.pdf,knowledge_library/docling/www_bis_org_work1310,,,knowledge_library/docling/www_bis_org_work1310/toc.md,knowledge_library/docling/www_bis_org_work1310/toc.json,knowledge_library/docling/www_bis_org_work1310/chunks,converted_existing,
https://www.boj.or.jp/en/research/wps_rev/lab/lab25e01.htm,LLM Trust Bench_ Research & Implementation.md,https://proceedings.mlr.press/v202/aher23a/aher23a.pdf,knowledge_library/papers/proceedings_mlr_press_aher23a.pdf,knowledge_library/docling/proceedings_mlr_press_aher23a,,,knowledge_library/docling/proceedings_mlr_press_aher23a/toc.md,knowledge_library/docling/proceedings_mlr_press_aher23a/toc.json,knowledge_library/docling/proceedings_mlr_press_aher23a/chunks,converted_existing,
https://www.emergentmind.com/topics/generative-agent-based-modeling-gabm,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/www_emergentmind_com_generative_agent_based_modeling_gabm.md,"knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/01-preamble.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/02-Generative Agent-Based Modeling (GABM).md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/03-1. Foundations and Theoretical Frameworks.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/04-2. Generative Mechanisms and Mathematical Formalisms.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/05-3. Practical Applications Across Domains.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/06-4. Model Validation, Calibration, and Limitations.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/07-5. Advances, Toolkits, and Implementation Patterns.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/08-6. Interdisciplinary Impact and Research Directions.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/09-7. Summary.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/10-Sponsor.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/11-Whiteboard.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/12-Topic to Video (Beta).md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/13-Follow Topic.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/14-Continue Learning.md;knowledge_library/web/chunks/www_emergentmind_com_generative_agent_based_modeling_gabm/15-Related Topics.md",,,,crawled_existing,no pdf link discovered
https://www.ijcai.org/proceedings/2025/1184.pdf,LLM Trust Bench_ Research & Implementation.md,https://www.ijcai.org/proceedings/2025/1184.pdf,knowledge_library/papers/www_ijcai_org_1184.pdf,knowledge_library/docling/www_ijcai_org_1184,,,knowledge_library/docling/www_ijcai_org_1184/toc.md,knowledge_library/docling/www_ijcai_org_1184/toc.json,knowledge_library/docling/www_ijcai_org_1184/chunks,converted_existing,
https://www.jstage.jst.go.jp/browse/pjsai/JSAI2025/0/_contents/-char/en?from=20,Literature Review_ Behavioral Economics Experiments and Large Language Models.docx,,,,knowledge_library/web/www_jstage_jst_go_jp_en.md,knowledge_library/web/chunks/www_jstage_jst_go_jp_en/01-preamble.md;knowledge_library/web/chunks/www_jstage_jst_go_jp_en/02-Register with J-STAGE for free!.md,,,,crawled_existing,no pdf link discovered
https://www.nature.com/articles/s41562-025-02172-y?error=cookies_not_supported&code=b0b07f52-8470-4b5a-97d1-406433083d89,Literature Review_ Behavioral Economics Experiments and Large Language Models.docx,https://www.nature.com/articles/s41562-025-02172-y.pdf,knowledge_library/papers/www_nature_com_s41562_025_02172_y.pdf,knowledge_library/docling/www_nature_com_s41562_025_02172_y,,,knowledge_library/docling/www_nature_com_s41562_025_02172_y/toc.md,knowledge_library/docling/www_nature_com_s41562_025_02172_y/toc.json,knowledge_library/docling/www_nature_com_s41562_025_02172_y/chunks,converted_existing,
https://www.politesi.polimi.it/retrieve/835be253-d694-4f20-b453-65c9d211977c/2024_07_Fontana_ExecutiveSummary.pdf,LLM Trust Bench_ Research & Implementation.md,https://www.politesi.polimi.it/retrieve/835be253-d694-4f20-b453-65c9d211977c/2024_07_Fontana_ExecutiveSummary.pdf,knowledge_library/papers/www_politesi_polimi_it_2024_07_Fontana_ExecutiveSummary.pdf,knowledge_library/docling/www_politesi_polimi_it_2024_07_Fontana_ExecutiveSummary,,,knowledge_library/docling/www_politesi_polimi_it_2024_07_Fontana_ExecutiveSummary/toc.md,knowledge_library/docling/www_politesi_polimi_it_2024_07_Fontana_ExecutiveSummary/toc.json,knowledge_library/docling/www_politesi_polimi_it_2024_07_Fontana_ExecutiveSummary/chunks,converted_existing,
https://www.researchgate.net/publication/377439310_Generative_agent-based_modeling_an_introduction_and_tutorial,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/www_researchgate_net_377439310_Generative_agent_based_modeling_an_introduction_and_tutorial.md,knowledge_library/web/chunks/www_researchgate_net_377439310_Generative_agent_based_modeling_an_introduction_and_tutorial/01-preamble.md;knowledge_library/web/chunks/www_researchgate_net_377439310_Generative_agent_based_modeling_an_introduction_and_tutorial/02-Security check required.md,,,,crawled_existing,no pdf link discovered
https://www.researchgate.net/publication/378073258_Can_Large_Language_Model_Agents_Simulate_Human_Trust_Behaviors,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/www_researchgate_net_378073258_Can_Large_Language_Model_Agents_Simulate_Human_Trust_Behaviors.md,knowledge_library/web/chunks/www_researchgate_net_378073258_Can_Large_Language_Model_Agents_Simulate_Human_Trust_Behaviors/01-preamble.md;knowledge_library/web/chunks/www_researchgate_net_378073258_Can_Large_Language_Model_Agents_Simulate_Human_Trust_Behaviors/02-Security check required.md,,,,crawled_existing,no pdf link discovered
https://www2.gwu.edu/~forcpgm/2025-005.pdf,LLM Trust Bench_ Research & Implementation.md,https://www2.gwu.edu/~forcpgm/2025-005.pdf,knowledge_library/papers/www2_gwu_edu_2025_005.pdf,knowledge_library/docling/www2_gwu_edu_2025_005,,,knowledge_library/docling/www2_gwu_edu_2025_005/toc.md,knowledge_library/docling/www2_gwu_edu_2025_005/toc.json,knowledge_library/docling/www2_gwu_edu_2025_005/chunks,converted_existing,
